sentiment,relevance,time,site
0.343543,0.250902,2023-02-08 10:02:00,www.fool.com
0.227759,0.371523,2023-02-08 10:00:00,www.wsj.com
0.329865,0.665097,2023-02-08 08:57:00,www.marketwatch.com
0.336801,0.880186,2023-02-08 08:41:00,www.business-standard.com
-0.100871,0.100308,2023-02-08 08:10:18,www.financialexpress.com
-0.265458,0.279015,2023-02-08 08:02:31,www.benzinga.com
0.100027,0.110973,2023-02-08 08:00:00,www.businessinsider.com
0.122748,0.126119,2023-02-08 07:58:26,africa.businessinsider.com
0.115481,0.158519,2023-02-08 07:58:26,www.businessinsider.com
0.26014,0.107495,2023-02-08 07:36:00,www.financialexpress.com
0.271727,0.640349,2023-02-08 06:13:30,www.financialexpress.com
-0.058106,0.018861,2023-02-08 05:16:52,www.ft.com
0.033241,0.276648,2023-02-08 05:06:00,www.reuters.com
0.102916,0.317527,2023-02-08 04:58:00,www.business-standard.com
0.065933,0.043738,2023-02-08 04:16:37,www.barrons.com
0.083002,0.060848,2023-02-08 03:05:00,www.business-standard.com
0.130801,0.024238,2023-02-08 03:00:21,www.fool.com
0.0,0.075397,2023-02-08 02:51:02,cointelegraph.com
0.079892,0.179788,2023-02-08 02:12:00,www.wsj.com
0.369727,0.706721,2023-02-08 01:55:00,www.business-standard.com
0.196854,0.574476,2023-02-08 01:23:00,www.business-standard.com
0.309485,0.566871,2023-02-08 01:22:00,www.marketwatch.com
0.40149,0.671304,2023-02-08 00:50:53,www.benzinga.com
0.122998,0.058759,2023-02-08 00:33:07,www.moneycontrol.com
0.182531,0.105604,2023-02-08 00:15:55,www.barrons.com
0.170334,0.506284,2023-02-08 00:05:25,www.foxbusiness.com
0.362291,0.849046,2023-02-07 23:47:18,www.fool.com
-0.019447,0.070105,2023-02-07 23:28:00,www.marketwatch.com
0.057681,0.021581,2023-02-07 23:27:00,www.fool.com
0.749329,0.913524,2023-02-07 23:16:18,www.cnbc.com
0.321041,0.554751,2023-02-07 22:54:28,www.businessinsider.com
0.310113,0.530253,2023-02-07 22:54:28,africa.businessinsider.com
-0.143424,0.121037,2023-02-07 22:46:00,www.marketwatch.com
-0.233065,0.188193,2023-02-07 22:43:08,www.cnbc.com
0.057292,0.243498,2023-02-07 22:31:48,www.financialexpress.com
0.090403,0.137278,2023-02-07 22:30:54,www.benzinga.com
0.228981,0.666827,2023-02-07 22:30:51,africa.businessinsider.com
0.353517,0.758293,2023-02-07 22:30:51,www.businessinsider.com
0.366956,0.642329,2023-02-07 22:29:21,www.aljazeera.com
0.080233,0.11166,2023-02-07 22:24:56,apnews.com
0.107979,0.286437,2023-02-07 22:22:00,www.investors.com
0.18574,0.803749,2023-02-07 22:14:35,www.cnbc.com
-0.053519,0.073098,2023-02-07 21:36:37,www.foxbusiness.com
0.390107,0.764287,2023-02-07 21:22:03,www.benzinga.com
0.1364,0.181591,2023-02-07 21:20:00,www.investors.com
0.189087,0.395012,2023-02-07 21:01:05,www.cnbc.com
0.338293,0.72082,2023-02-07 20:55:59,www.businessinsider.com
0.166274,0.692191,2023-02-07 20:55:59,africa.businessinsider.com
0.107087,0.416844,2023-02-07 20:53:00,www.fool.com
0.012857,0.125134,2023-02-07 20:37:51,www.forbes.com
0.056176,0.230235,2023-02-07 20:31:35,markets.businessinsider.com
0.037894,0.158519,2023-02-07 20:31:35,africa.businessinsider.com
-0.004152,0.073546,2023-02-07 20:04:36,www.foxbusiness.com
0.280382,0.680214,2023-02-07 19:55:00,www.investors.com
0.633404,0.837089,2023-02-07 19:53:00,www.barrons.com
0.124105,0.131643,2023-02-07 19:41:00,www.zacks.com
0.268902,0.115232,2023-02-07 19:40:39,markets.businessinsider.com
0.018002,0.019691,2023-02-07 19:38:00,www.fool.com
0.237028,0.516073,2023-02-07 19:33:36,www.businessinsider.com
0.192892,0.423251,2023-02-07 19:33:36,africa.businessinsider.com
0.129634,0.463792,2023-02-07 18:59:41,www.axios.com
-0.121933,0.048425,2023-02-07 18:58:16,apnews.com
0.416117,0.528475,2023-02-07 18:42:53,www.businessinsider.com
0.411533,0.459624,2023-02-07 18:42:53,africa.businessinsider.com
0.12038,0.077343,2023-02-07 18:42:44,www.benzinga.com
0.757057,0.922387,2023-02-07 18:40:00,www.wsj.com
0.271967,0.509136,2023-02-07 18:39:46,apnews.com
0.368838,0.31482,2023-02-07 18:33:00,www.wsj.com
0.124105,0.131643,2023-02-07 18:02:00,www.zacks.com
0.130172,0.036869,2023-02-07 17:33:04,www.benzinga.com
-0.198879,0.142565,2023-02-07 17:32:07,www.cnbc.com
0.225898,0.078099,2023-02-07 17:30:16,www.cnbc.com
0.095376,0.405651,2023-02-07 17:25:15,www.benzinga.com
-0.028215,0.096283,2023-02-07 17:10:41,markets.businessinsider.com
-0.155386,0.320974,2023-02-07 17:04:00,www.investors.com
-0.028444,0.069294,2023-02-07 16:54:59,markets.businessinsider.com
0.134377,0.154455,2023-02-07 16:53:14,africa.businessinsider.com
0.117248,0.118647,2023-02-07 16:53:14,markets.businessinsider.com
0.247682,0.108466,2023-02-07 16:50:15,www.benzinga.com
0.753237,0.948591,2023-02-07 16:36:36,www.financialbuzz.com
-0.032427,0.124486,2023-02-07 16:34:31,www.benzinga.com
0.500536,0.412298,2023-02-07 16:27:48,www.benzinga.com
0.135267,0.359707,2023-02-07 16:16:27,www.benzinga.com
0.140012,0.182506,2023-02-07 15:56:00,www.zacks.com
-0.028215,0.096283,2023-02-07 15:50:13,www.businessinsider.com
0.103261,0.120733,2023-02-07 15:49:00,www.investors.com
0.121596,0.164282,2023-02-07 15:49:00,www.investors.com:443
0.076692,0.101582,2023-02-07 15:34:00,www.forbes.com
0.451255,0.449322,2023-02-07 15:22:55,www.benzinga.com
-0.111039,0.128822,2023-02-07 15:10:35,markets.businessinsider.com
-0.128011,0.165031,2023-02-07 15:10:35,africa.businessinsider.com
0.125923,0.109705,2023-02-07 15:05:00,www.fool.com
0.250581,0.173333,2023-02-07 14:26:57,www.benzinga.com
-0.187541,0.913524,2023-02-07 14:17:38,www.barrons.com
0.218195,0.459624,2023-02-07 14:14:20,www.benzinga.com
0.084006,0.234684,2023-02-07 14:00:00,www.barrons.com
0.036999,0.05339,2023-02-07 14:00:00,www.newswire.ca
0.191379,0.125789,2023-02-07 14:00:00,www.prnewswire.com
0.278037,0.256538,2023-02-07 13:58:00,www.reuters.com
0.005969,0.045482,2023-02-07 13:53:44,www.fool.com
0.023929,0.102558,2023-02-07 13:23:00,www.investors.com
-0.016634,0.140348,2023-02-07 13:19:41,www.businessinsider.com
0.287836,0.038843,2023-02-07 13:05:00,www.prnewswire.com
0.064544,0.032294,2023-02-07 13:03:41,www.benzinga.com
0.212652,0.052226,2023-02-07 13:00:00,www.prnewswire.com
0.0,0.064104,2023-02-07 13:00:00,www.benzinga.com
-0.257931,0.097259,2023-02-07 12:51:00,www.cnn.com
0.084775,0.158519,2023-02-07 12:43:00,www.business-standard.com
0.148275,0.940355,2023-02-07 12:28:17,www.benzinga.com
0.068523,0.125134,2023-02-07 12:25:35,theweek.com
0.055309,0.111747,2023-02-07 12:10:01,www.cnbc.com
0.341386,0.138464,2023-02-07 12:00:52,www.benzinga.com
0.19025,0.20698,2023-02-07 11:57:41,www.cnbc.com
-0.16595,0.075397,2023-02-07 11:55:00,www.marketwatch.com
-0.104403,0.085324,2023-02-07 11:51:02,www.benzinga.com
0.230703,0.163909,2023-02-07 11:50:30,www.financialexpress.com
0.182218,0.626443,2023-02-07 11:20:18,www.axios.com
0.06168,0.118064,2023-02-07 11:20:07,www.zacks.com
0.06791,0.13459,2023-02-07 11:20:05,www.zacks.com
0.066729,0.115509,2023-02-07 11:20:05,www.zacks.com
0.064351,0.098255,2023-02-07 11:20:00,www.prnewswire.com
0.093651,0.104683,2023-02-07 11:18:00,www.reuters.com
0.309876,0.03453,2023-02-07 11:00:00,www.prnewswire.com
0.243421,0.150592,2023-02-07 10:58:17,decrypt.co
0.026402,0.162437,2023-02-07 10:47:00,www.fool.com
0.045922,0.046633,2023-02-07 10:40:00,www.fool.com
0.194809,0.501398,2023-02-07 10:30:29,www.benzinga.com
-0.42893,0.514619,2023-02-07 10:30:00,www.wsj.com
0.326224,0.073546,2023-02-07 10:07:39,markets.businessinsider.com
0.343115,0.095138,2023-02-07 10:07:39,africa.businessinsider.com
0.177268,0.262805,2023-02-07 10:04:00,www.fool.com
0.120783,0.072435,2023-02-07 10:02:00,www.fool.com
0.103681,0.112709,2023-02-07 10:00:00,www.zacks.com
0.198201,0.492659,2023-02-07 09:55:07,www.benzinga.com
0.449045,0.504646,2023-02-07 09:24:00,www.business-standard.com
0.095229,0.089797,2023-02-07 09:11:00,www.benzinga.com
0.117084,0.366061,2023-02-07 08:24:00,www.business-standard.com
0.057661,0.381755,2023-02-07 08:20:00,www.business-standard.com
0.160154,0.078354,2023-02-07 08:06:28,www.financialexpress.com
0.249824,0.733479,2023-02-07 07:35:00,www.business-standard.com
0.085486,0.045139,2023-02-07 07:33:52,apnews.com
0.085328,0.044386,2023-02-07 07:33:52,apnews.com
0.086144,0.04882,2023-02-07 07:33:52,apnews.com
-0.088056,0.899125,2023-02-07 07:27:20,www.benzinga.com
0.212652,0.052226,2023-02-07 07:16:00,www.prnewswire.com
0.0492,0.068502,2023-02-07 07:00:00,www.prnewswire.com
0.081118,0.651499,2023-02-07 06:56:11,www.financialexpress.com
0.307444,0.308891,2023-02-07 06:44:40,www.benzinga.com
0.063899,0.075874,2023-02-07 06:18:31,www.reuters.com
0.241541,0.233556,2023-02-07 05:54:00,www.reuters.com
0.078198,0.098389,2023-02-07 05:11:44,apnews.com
0.143643,0.043738,2023-02-07 04:30:49,www.ft.com
0.163093,0.148731,2023-02-07 04:26:26,www.cnbc.com
0.158342,0.157483,2023-02-07 04:23:00,www.marketwatch.com
0.132664,0.004929,2023-02-07 03:30:24,www.fool.com
0.090746,0.323078,2023-02-07 03:25:00,www.cnn.com
0.074046,0.251247,2023-02-07 03:25:00,edition.cnn.com
0.152949,0.113062,2023-02-07 03:17:16,www.benzinga.com
0.034948,0.112451,2023-02-07 03:12:42,www.forbes.com
0.391082,0.574608,2023-02-07 03:11:07,www.businessinsider.com
0.126674,0.067919,2023-02-07 02:22:55,markets.businessinsider.com
0.046474,0.071784,2023-02-07 02:01:47,www.forbes.com
0.137127,0.159569,2023-02-07 01:58:00,www.business-standard.com
0.139102,0.155954,2023-02-07 01:15:00,www.marketwatch.com
0.059855,0.127395,2023-02-07 01:13:00,www.fool.com
-0.025164,0.355588,2023-02-07 01:04:10,www.benzinga.com
0.159186,0.076971,2023-02-07 00:28:00,www.prnewswire.com
-0.047213,0.131643,2023-02-07 00:01:00,www.fool.com
0.036443,0.148273,2023-02-06 22:57:00,www.zacks.com
0.144037,0.229872,2023-02-06 22:54:22,www.benzinga.com
0.09308,0.035714,2023-02-06 22:27:20,apnews.com
0.120331,0.160099,2023-02-06 22:22:51,apnews.com
0.26858,0.795061,2023-02-06 22:18:40,www.businessinsider.com
0.102922,0.105604,2023-02-06 22:17:45,www.forbes.com
0.042824,0.22421,2023-02-06 22:11:54,www.cnbc.com
-0.071372,0.09036,2023-02-06 22:00:00,www.investors.com
0.464945,0.181591,2023-02-06 21:39:54,www.benzinga.com
0.245441,0.412298,2023-02-06 21:32:00,www.marketwatch.com
-0.06589,0.145583,2023-02-06 21:15:00,www.investors.com
0.058666,0.038437,2023-02-06 21:05:00,www.globenewswire.com
0.010164,0.272029,2023-02-06 21:04:06,www.barrons.com
-0.022951,0.185306,2023-02-06 20:25:27,markets.businessinsider.com
-0.060065,0.250386,2023-02-06 20:15:17,www.benzinga.com
0.026878,0.38588,2023-02-06 20:14:06,www.forbes.com
0.0,0.140896,2023-02-06 19:57:35,www.foxbusiness.com
0.145596,0.165031,2023-02-06 19:52:00,www.marketwatch.com
0.142553,0.179121,2023-02-06 19:33:26,www.benzinga.com
0.140026,0.059686,2023-02-06 19:30:00,www.marketwatch.com
0.047926,0.414559,2023-02-06 19:20:52,www.barrons.com
0.167069,0.213048,2023-02-06 19:12:08,www.cnbc.com
0.179199,0.509589,2023-02-06 19:04:00,www.wsj.com
-0.068997,0.147818,2023-02-06 19:00:36,www.axios.com
0.044142,0.226301,2023-02-06 18:49:58,www.benzinga.com
0.076066,0.064797,2023-02-06 18:00:00,www.prnewswire.com
0.124973,0.279015,2023-02-06 17:29:54,www.businessinsider.com
0.154898,0.232439,2023-02-06 17:10:28,www.benzinga.com
0.133047,0.141448,2023-02-06 17:00:00,www.fool.com
0.118638,0.070725,2023-02-06 16:50:53,www.forbes.com
0.031705,0.366061,2023-02-06 16:44:00,www.barrons.com
0.031937,0.128822,2023-02-06 15:57:59,www.foxbusiness.com
0.207752,0.382925,2023-02-06 15:54:17,www.benzinga.com
-0.061719,0.417995,2023-02-06 15:30:08,www.benzinga.com
-0.024037,0.11123,2023-02-06 15:14:00,www.investors.com
0.0,0.069819,2023-02-06 15:00:00,www.prnewswire.com
0.244726,0.837089,2023-02-06 14:28:37,www.fool.com
-0.260166,0.250386,2023-02-06 14:23:00,www.marketwatch.com
-0.097275,0.031907,2023-02-06 14:04:01,www.forbes.com
0.091435,0.149424,2023-02-06 14:02:00,www.zacks.com
0.02348,0.172507,2023-02-06 13:52:00,www.zacks.com
-0.159057,0.175859,2023-02-06 13:49:38,www.cnbc.com
-0.029462,0.092927,2023-02-06 13:44:00,www.prnewswire.com
0.0,0.348103,2023-02-06 13:42:16,www.benzinga.com
-0.034363,0.035608,2023-02-06 13:36:00,www.zacks.com
0.325342,0.407844,2023-02-06 13:35:45,www.benzinga.com
0.161312,0.077343,2023-02-06 13:02:00,www.prnewswire.com
-0.048006,0.045224,2023-02-06 12:57:23,www.benzinga.com
0.0,0.030064,2023-02-06 12:16:53,www.benzinga.com
-0.041787,0.132733,2023-02-06 12:09:00,www.zacks.com
0.029765,0.101582,2023-02-06 12:08:59,www.benzinga.com
-0.064137,0.133841,2023-02-06 11:34:00,www.reuters.com
0.279613,0.050894,2023-02-06 11:33:00,www.fool.com
-0.019924,0.084722,2023-02-06 11:30:00,www.businessinsider.com
0.06791,0.13459,2023-02-06 11:20:08,www.zacks.com
0.069147,0.139265,2023-02-06 11:20:07,www.zacks.com
0.211777,0.071784,2023-02-06 11:01:53,charlotte.axios.com
-0.063258,0.19677,2023-02-06 11:00:00,www.forbes.com
0.050383,0.019846,2023-02-06 11:00:00,www.businessinsider.com
0.041282,0.144275,2023-02-06 11:00:00,www.fool.com
0.099373,0.089462,2023-02-06 10:30:30,www.axios.com
-0.105877,0.026042,2023-02-06 10:03:00,www.businessinsider.com
-0.226384,0.185306,2023-02-06 09:55:43,www.foxbusiness.com
0.069814,0.261117,2023-02-06 09:26:00,www.zacks.com
-0.097909,0.032602,2023-02-06 07:25:00,www.prnewswire.com
0.0,0.214937,2023-02-06 04:30:50,www.benzinga.com
0.06439,0.164609,2023-02-06 00:07:00,www.investors.com
0.105953,0.057215,2023-02-05 20:00:00,www.prnewswire.com
0.105888,0.055881,2023-02-05 20:00:00,www.benzinga.com
0.321225,0.28387,2023-02-05 17:57:00,www.marketwatch.com
0.146121,0.108222,2023-02-05 16:41:00,www.benzinga.com
-0.00794,0.184951,2023-02-05 15:55:34,www.forbes.com
0.30296,0.128822,2023-02-05 15:46:04,www.benzinga.com
-0.146467,0.115787,2023-02-05 15:09:58,www.businessinsider.com
-0.168764,0.15347,2023-02-05 15:09:58,africa.businessinsider.com
-0.008078,0.070935,2023-02-05 15:00:01,www.cnbc.com
0.0,0.061159,2023-02-05 14:47:25,www.financialexpress.com
-0.149028,0.152499,2023-02-05 14:12:00,www.benzinga.com
0.121028,0.061631,2023-02-05 14:05:00,africa.businessinsider.com
0.118773,0.043579,2023-02-05 14:05:00,www.businessinsider.com
0.109106,0.081552,2023-02-05 13:58:22,www.benzinga.com
0.142653,0.037271,2023-02-05 10:30:00,www.fool.com
0.175514,0.279015,2023-02-05 10:00:00,markets.businessinsider.com
0.104557,0.218817,2023-02-05 10:00:00,africa.businessinsider.com
0.113782,0.124164,2023-02-04 18:28:00,www.benzinga.com
0.0,0.175221,2023-02-04 17:56:03,www.benzinga.com
-0.03085,0.414559,2023-02-04 15:13:39,www.axios.com
-0.007717,0.19661,2023-02-04 14:03:43,www.benzinga.com
0.041263,0.121037,2023-02-04 14:00:01,www.cnbc.com
0.22295,0.085936,2023-02-04 14:00:00,cointelegraph.com
0.203147,0.466811,2023-02-04 13:44:47,markets.businessinsider.com
0.075369,0.042346,2023-02-04 13:30:00,www.businessinsider.com
0.13087,0.662393,2023-02-04 13:15:00,africa.businessinsider.com
0.212097,0.262522,2023-02-04 13:11:00,www.benzinga.com
-0.043007,0.033098,2023-02-04 13:08:50,apnews.com
0.510161,0.751437,2023-02-04 13:00:00,www.fool.com
0.132981,0.057628,2023-02-04 12:30:00,www.fool.com
0.091787,0.106305,2023-02-04 12:15:00,markets.businessinsider.com
0.091787,0.106305,2023-02-04 12:15:00,www.businessinsider.com
0.065494,0.330286,2023-02-04 12:09:47,markets.businessinsider.com
0.065494,0.330286,2023-02-04 12:09:47,www.businessinsider.com
-0.028468,0.092569,2023-02-04 12:00:00,www.businessinsider.com
-0.028468,0.092569,2023-02-04 12:00:00,markets.businessinsider.com
-0.177094,0.27432,2023-02-04 11:35:00,www.business-standard.com
-0.084609,0.348103,2023-02-04 11:30:55,www.businessinsider.com
-0.10114,0.121037,2023-02-04 11:30:55,africa.businessinsider.com
-0.084609,0.348103,2023-02-04 11:30:55,markets.businessinsider.com
0.143246,0.106541,2023-02-04 11:12:40,www.financialexpress.com
-0.040002,0.757528,2023-02-04 10:07:00,www.business-standard.com
0.001,0.051221,2023-02-04 10:00:00,markets.businessinsider.com
0.036419,0.043264,2023-02-04 02:30:00,www.prnewswire.com
0.058296,0.033468,2023-02-04 02:00:00,www.prnewswire.com
-0.033067,0.05749,2023-02-04 00:57:00,www.reuters.com
0.127983,0.103778,2023-02-03 23:22:07,www.axios.com
0.0,0.116067,2023-02-03 22:31:00,www.zacks.com
0.071166,0.189484,2023-02-03 22:17:00,www.investors.com
0.139439,0.037681,2023-02-03 21:53:04,www.cnbc.com
0.20287,0.254751,2023-02-03 21:46:33,www.benzinga.com
-0.047343,0.127456,2023-02-03 21:41:00,www.marketwatch.com
0.069618,0.027958,2023-02-03 21:36:02,www.forbes.com
0.052177,0.065685,2023-02-03 21:35:57,www.forbes.com
-0.247316,0.492659,2023-02-03 21:26:34,www.barrons.com
0.0,0.0686,2023-02-03 20:56:00,www.marketwatch.com
0.066447,0.214665,2023-02-03 19:45:00,www.zacks.com
-0.14618,0.046816,2023-02-03 19:40:55,www.businessinsider.com
0.085988,0.047844,2023-02-03 19:27:12,stocknews.com
-0.162802,0.13459,2023-02-03 19:15:00,www.marketwatch.com
-0.390535,0.453099,2023-02-03 19:00:23,www.reuters.com
-0.123501,0.136113,2023-02-03 18:56:00,www.investors.com
-0.154977,0.040416,2023-02-03 18:52:23,www.cnbc.com
0.247961,0.11983,2023-02-03 18:51:51,www.fool.com
0.130976,0.167904,2023-02-03 18:31:52,www.foxbusiness.com
0.003096,0.466325,2023-02-03 18:19:00,www.barrons.com
0.156133,0.049629,2023-02-03 18:14:00,www.business-standard.com
0.245831,0.089797,2023-02-03 17:34:00,www.globenewswire.com
0.030426,0.129168,2023-02-03 17:15:05,www.benzinga.com
0.053587,0.178054,2023-02-03 17:05:00,www.investors.com
0.117795,0.11998,2023-02-03 17:04:33,stocknews.com
0.156752,0.069294,2023-02-03 17:04:01,www.businessinsider.com
-0.133395,0.128822,2023-02-03 16:55:28,apnews.com
0.157851,0.13637,2023-02-03 16:55:00,www.marketwatch.com
-0.04534,0.140076,2023-02-03 16:52:19,www.barrons.com
0.039387,0.097457,2023-02-03 16:34:40,www.fool.com
-0.118543,0.177802,2023-02-03 16:26:33,www.forbes.com
-0.056594,0.087503,2023-02-03 16:14:33,www.fool.com
-0.090977,0.113329,2023-02-03 16:12:00,www.fool.com
0.101017,0.082111,2023-02-03 16:09:03,www.fool.com
0.053888,0.039289,2023-02-03 16:00:00,www.prnewswire.com
-0.129959,0.094204,2023-02-03 15:57:58,www.businessinsider.com
-0.007598,0.176287,2023-02-03 15:42:14,www.forbes.com
-0.260763,0.195814,2023-02-03 15:35:52,www.benzinga.com
-0.173674,0.188928,2023-02-03 15:31:00,www.investors.com
-0.012351,0.100518,2023-02-03 15:26:54,www.aljazeera.com
-0.220024,0.284861,2023-02-03 15:12:42,apnews.com
-0.040219,0.054359,2023-02-03 15:00:00,www.fool.com
0.157872,0.075635,2023-02-03 14:39:12,www.forbes.com
0.104492,0.051663,2023-02-03 14:19:30,stocknews.com
0.030893,0.154455,2023-02-03 14:15:09,www.cnbc.com
0.123958,0.05387,2023-02-03 14:15:00,www.fool.com
0.046913,0.930964,2023-02-03 14:00:00,www.fool.com
0.067608,0.039811,2023-02-03 14:00:00,www.prnewswire.com
0.265286,0.348103,2023-02-03 13:53:00,www.fool.com
0.019644,0.042346,2023-02-03 13:53:00,www.fool.com
-0.048996,0.049629,2023-02-03 13:49:00,www.marketwatch.com
-0.115136,0.083396,2023-02-03 13:41:43,apnews.com
-0.099878,0.078354,2023-02-03 13:37:11,www.forbes.com
0.0,0.04882,2023-02-03 13:30:00,www.prnewswire.com
-0.049234,0.1172,2023-02-03 13:23:00,www.investors.com:443
-0.043374,0.109455,2023-02-03 13:16:00,www.investors.com
0.091352,0.1331,2023-02-03 13:14:44,www.businessinsider.com
0.15937,0.293506,2023-02-03 13:04:00,www.marketwatch.com
-0.041188,0.063933,2023-02-03 13:00:00,www.zacks.com
0.227681,0.645091,2023-02-03 12:31:56,www.benzinga.com
-0.004762,0.03642,2023-02-03 12:30:00,www.prnewswire.com
0.16301,0.056407,2023-02-03 12:25:00,www.fool.com
0.046935,0.102449,2023-02-03 12:20:48,www.cnbc.com
0.068996,0.052685,2023-02-03 12:03:00,www.fool.com
0.252458,0.145145,2023-02-03 11:34:05,www.benzinga.com
0.0,0.114682,2023-02-03 11:33:14,www.businessinsider.com
0.054453,0.595343,2023-02-03 11:17:00,www.barrons.com
-0.02567,0.079656,2023-02-03 11:13:00,www.marketwatch.com
0.223158,0.068404,2023-02-03 11:02:00,www.benzinga.com
0.268582,0.113597,2023-02-03 10:57:10,markets.businessinsider.com
0.240921,0.103778,2023-02-03 10:45:00,www.newswire.ca
0.263089,0.386306,2023-02-03 10:30:00,www.fool.com
0.121393,0.083251,2023-02-03 10:29:42,www.benzinga.com
0.064583,0.039353,2023-02-03 10:00:00,www.businessinsider.com
0.214801,0.003904,2023-02-03 09:30:32,www.fool.com
0.336345,0.491255,2023-02-03 08:25:02,www.financialexpress.com
0.115779,0.222327,2023-02-03 07:27:24,www.businessinsider.com
0.103361,0.086556,2023-02-03 06:45:32,www.axios.com
0.0,0.103331,2023-02-03 06:42:21,www.financialexpress.com
-0.03579,0.030331,2023-02-03 05:19:41,apnews.com
0.069243,0.072,2023-02-03 05:07:03,apnews.com
-0.123445,0.10607,2023-02-03 05:01:31,apnews.com
0.087851,0.04907,2023-02-03 05:00:33,www.ft.com
0.156452,0.051441,2023-02-03 04:46:00,www.financialexpress.com
0.0,0.100729,2023-02-03 02:32:01,www.scmp.com
0.059712,0.082111,2023-02-03 02:30:43,www.businessinsider.com
0.166439,0.013033,2023-02-03 02:30:26,www.fool.com
-0.123539,0.111281,2023-02-03 02:00:00,www.investors.com
0.077347,0.020003,2023-02-03 01:30:21,www.fool.com
0.005981,0.178459,2023-02-03 01:21:17,www.cnbc.com
-0.100458,0.167322,2023-02-03 01:00:14,www.fool.com
-0.113429,0.145583,2023-02-03 00:21:37,www.businessinsider.com
-0.124607,0.169081,2023-02-03 00:21:37,africa.businessinsider.com
0.0,0.09186,2023-02-03 00:19:30,www.foxbusiness.com
-0.128873,0.098659,2023-02-03 00:12:54,www.businessinsider.com
-0.058303,0.118064,2023-02-03 00:05:06,www.businessinsider.com
-0.070216,0.166169,2023-02-03 00:05:06,africa.businessinsider.com
0.280838,0.079392,2023-02-02 23:55:13,www.axios.com
-0.093487,0.08197,2023-02-02 23:35:00,www.financialexpress.com
0.021146,0.106541,2023-02-02 22:07:55,apnews.com
0.038632,0.258351,2023-02-02 21:48:16,www.businessinsider.com
0.046966,0.329551,2023-02-02 21:48:16,africa.businessinsider.com
0.349086,0.200688,2023-02-02 21:35:00,www.investors.com
-0.076414,0.07887,2023-02-02 21:33:38,apnews.com
0.054962,0.171485,2023-02-02 21:33:37,apnews.com
0.045093,0.123209,2023-02-02 21:33:37,apnews.com
0.073308,0.165598,2023-02-02 21:20:00,www.marketwatch.com
0.117237,0.186738,2023-02-02 21:18:24,www.benzinga.com
-0.048514,0.10607,2023-02-02 21:14:36,www.cnbc.com
0.018929,0.015623,2023-02-02 20:31:08,edition.cnn.com
0.019533,0.020976,2023-02-02 20:31:08,www.cnn.com
0.05162,0.109956,2023-02-02 20:31:00,www.cnn.com
0.098852,0.031949,2023-02-02 20:30:05,www.forbes.com
0.107801,0.148045,2023-02-02 20:17:00,www.investors.com
0.136835,0.170576,2023-02-02 20:17:00,www.investors.com
-0.046636,0.224903,2023-02-02 20:13:00,www.investors.com
0.0622,0.031038,2023-02-02 19:35:43,www.businessinsider.com
0.565397,0.791422,2023-02-02 19:10:22,www.fool.com
0.144839,0.044386,2023-02-02 18:35:52,www.businessinsider.com
